Period,Method,Scope,ScopeType,StrategyNo,Strategy,Group,Aggregation,Eligible,EligibleStrategies,EligibleIDs,PrespecifiedSubgroup,Support,Quintile,Trades,TotalR,AvgR,PF,WinRate,AvgWinR,AvgLossR,LOW_SAMPLE
FULL,primary,20,Strategy,20.0,20_EA_1A_MonTue_Short,,trade_weighted,True,1,20,False,ORDERED_POSITIVE_SUPPORTED,Q1,259.0,-7.198000000000004,-0.027791505791505806,0.887453874538745,49.034749034749034,0.44691338582677154,-0.48451515151515157,False
FULL,primary,20,Strategy,20.0,20_EA_1A_MonTue_Short,,trade_weighted,True,1,20,False,ORDERED_POSITIVE_SUPPORTED,Q2,120.0,1.9060000000000006,0.01588333333333334,1.0748155126393468,50.83333333333333,0.44888524590163936,-0.4392413793103448,False
FULL,primary,20,Strategy,20.0,20_EA_1A_MonTue_Short,,trade_weighted,True,1,20,False,ORDERED_POSITIVE_SUPPORTED,Q3,135.0,8.440000000000001,0.06251851851851853,1.248952864137809,53.333333333333336,0.5880833333333333,-0.5381269841269841,False
FULL,primary,20,Strategy,20.0,20_EA_1A_MonTue_Short,,trade_weighted,True,1,20,False,ORDERED_POSITIVE_SUPPORTED,Q4,88.0,-0.8920000000000012,-0.01013636363636365,0.9667064795461332,46.590909090909086,0.6317073170731707,-0.5700425531914894,False
FULL,primary,20,Strategy,20.0,20_EA_1A_MonTue_Short,,trade_weighted,True,1,20,False,ORDERED_POSITIVE_SUPPORTED,Q5,111.0,21.523999999999997,0.1939099099099099,1.644624138963762,54.95495495495496,0.9002295081967214,-0.6678000000000001,False
FULL,primary,21,Strategy,21.0,21_GA_B_3,,trade_weighted,True,1,21,False,ORDERED_POSITIVE_SUPPORTED,Q1,203.0,0.9390909170000001,0.004626063630541873,1.0649440468367757,48.275862068965516,0.15713358074489797,-0.13771428567619048,False
FULL,primary,21,Strategy,21.0,21_GA_B_3,,trade_weighted,True,1,21,False,ORDERED_POSITIVE_SUPPORTED,Q2,100.0,1.205,0.01205,1.1476715686274515,54.0,0.17342592592592596,-0.1813333333333333,False
FULL,primary,21,Strategy,21.0,21_GA_B_3,,trade_weighted,True,1,21,False,ORDERED_POSITIVE_SUPPORTED,Q3,73.0,-1.7527272709999997,-0.02400996261643835,0.7969992105634432,43.83561643835616,0.21504261375,-0.21058758319512194,False
FULL,primary,21,Strategy,21.0,21_GA_B_3,,trade_weighted,True,1,21,False,ORDERED_POSITIVE_SUPPORTED,Q4,69.0,-0.12636363500000058,-0.0018313570289855156,0.9838249841755908,53.62318840579711,0.20772727278378378,-0.24413352275,False
FULL,primary,21,Strategy,21.0,21_GA_B_3,,trade_weighted,True,1,21,False,ORDERED_POSITIVE_SUPPORTED,Q5,98.0,3.1413636469999995,0.03205473109183673,1.2909772231022862,57.14285714285714,0.24887987024999997,-0.257045454452381,False
FULL,primary,22,Strategy,22.0,22_GA_C_2,,trade_weighted,True,1,22,False,NOT_SUPPORTED,Q1,128.0,3.6557142870000012,0.02856026786718751,1.0962138587313877,50.78125,0.6407912088615386,-0.6031065760158729,False
